
['aviii___iii', 7, 0, None, 242, 253, '17841407452293885', False, 0, False, None, None, False, 1, 0, 50, 16]
['shrevya_pradeep', 7, 9, None, 311, 410, '17841405909083197', False, 4, False, None, None, True, 11, 2, 914, 40]
['faheema_rimili', 7, 0, None, 215, 331, '17841418283131012', True, 3, False, None, None, True, 1, 1, 61, 3]
['sindhura_sathyanadh', 7, 0, None, 282, 497, '17841424578655756', False, 0, False, None, None, True, 0, 0, 0, 0]
['manvendrasharma2030', 7, 0, None, 57, 66, '17841448622912203', False, 0, False, None, None, True, 0, 0, 0, 0]
['shreya_sudesh', 7, 12, None, 1267, 1128, '17841409510863130', True, 8, False, None, None, True, 4, 0, 2346, 331]
['nit_ko_maar', 7, 72, None, 150, 142, '17841407869218358', False, 0, False, None, None, True, 6, 9, 296, 27]
['sweuphoria', 7, 90, 'http://notionofeuphoria.blogspot.com/', 257, 251, '17841438299493687', True, 9, False, None, None, True, 33, 1, 1080, 22]
['rakhi_nived', 7, 75, None, 173, 252, '17841443515549187', True, 5, False, None, None, True, 32, 6, 822, 25]
['dev_m.d_', 7, 91, None, 521, 522, '17841405354813701', True, 4, False, None, None, False, 70, 10, 1589, 111]
['manjunath_ajith', 7, 8, None, 795, 811, '17841404548916979', False, 3, False, None, None, True, 12, 17, 2496, 184]
['taaarraaaa._', 7, 12, None, 149, 149, '17841427984892426', True, 2, False, None, None, True, 108, 46, 746, 97]
['koushikreddy_m', 7, 71, 'https://youtube.com/playlist?list=PL0ZpYcTg19EGR6MOrE9LdQZqNU_hGCWTp', 1088, 632, '17841405438338242', False, 8, False, None, None, True, 7, 41, 2997, 206]
['_meenakshi_rajeev_', 7, 3, None, 537, 485, '17841407263864275', False, 0, False, None, None, True, 0, 0, 0, 0]
['ann_maria11', 7, 0, None, 187, 169, '17841417733228888', False, 0, False, None, None, True, 0, 0, 0, 0]
['aparna786', 7, 121, None, 123, 172, '17841401170258016', False, 0, False, None, None, True, 117, 0, 307, 6]
['anjalipn01', 7, 29, None, 771, 1158, '17841406117294127', False, 4, False, None, None, True, 19, 21, 4394, 425]
['sruthi3931', 7, 27, None, 314, 461, '17841415071873592', False, 0, False, None, None, True, 2, 0, 117, 4]
['themechanic_gj', 7, 63, 'https://www.facebook.com/thegokuljagadish', 1062, 574, '17841402239628816', True, 33, True, None, None, False, 339, 43, 1887, 87]
['r.ishu17', 7, 0, None, 420, 617, '17841435137066818', False, 0, False, None, None, True, 4, 0, 900, 30]
['_gachu___', 7, 95, None, 348, 351, '17841404117176257', True, 6, False, None, None, True, 17, 23, 1321, 48]
['mohit_md78', 7, 91, None, 195, 224, '17841406711933024', False, 12, False, None, None, False, 5, 1, 370, 44]
['malavika_mohandas', 7, 0, None, 285, 276, '17841403058343578', False, 1, False, None, None, True, 2, 0, 849, 0]
['a.k.a.s.h.k.v', 7, 11, None, 723, 927, '17841410552988627', True, 2, False, None, None, True, 16, 36, 2183, 216]
['varun___dev', 7, 0, None, 559, 569, '17841401290748614', False, 5, False, None, None, True, 0, 0, 0, 0]
['shakhin_.hemanth', 7, 45, None, 897, 887, '17841404137218376', False, 0, False, None, None, True, 1, 0, 349, 59]
['mayush__', 7, 7, None, 472, 471, '17841404199604182', False, 0, False, None, None, False, 0, 0, 0, 0]
['_amru20', 7, 85, None, 141, 173, '17841447820003194', False, 0, False, None, None, True, 12, 0, 579, 8]
['asmita.roy_', 7, 51, None, 239, 306, '17841400386168421', False, 8, False, None, None, True, 266, 2, 833, 100]
['_.ananthakrishnan_', 7, 0, None, 263, 232, '17841404147195183', False, 1, False, None, None, True, 1, 0, 74, 15]
['_kasthuri_kasn', 7, 32, None, 736, 830, '17841413245771817', False, 3, False, None, None, True, 14, 11, 3167, 390]
['sukruthakr', 7, 13, None, 900, 788, '17841407718608241', False, 2, False, None, None, True, 0, 0, 0, 0]
['nidan_pravin', 7, 42, None, 316, 98, '17841402328084306', False, 0, False, None, None, True, 2, 2, 150, 8]
['v_n_y_01', 7, 56, 'https://www.facebook.com/vinay.torrous', 504, 413, '17841405700705161', False, 0, False, None, None, True, 6, 5, 798, 35]
['anupama_01', 7, 0, None, 649, 922, '17841400914991641', False, 8, False, None, None, True, 34, 26, 2089, 75]
['devitha_anil', 7, 35, None, 402, 453, '17841414793982871', False, 0, False, None, None, True, 5, 2, 924, 30]
['_sreeram.anil_', 7, 23, None, 621, 514, '17841400909808220', False, 0, False, None, None, True, 2, 15, 443, 12]
['bharathprathap', 7, 51, None, 346, 440, '17841400001584300', False, 3, False, None, None, True, 15, 17, 1059, 57]
['niranjana_rajmohan_', 7, 46, None, 682, 873, '17841425518391030', False, 2, False, None, None, True, 30, 14, 2839, 81]
['_akashwalker', 7, 27, None, 837, 893, '17841403801131303', False, 1, False, None, None, True, 44, 20, 3335, 256]
['a.b.h.i_m.e.n.o.n', 7, 75, None, 251, 412, '17841405674112751', False, 3, False, None, None, True, 23, 3, 1010, 119]
['akymaster', 7, 0, 'https://www.youtube.com/channel/UCNV4lez2Ld0t-XHXP7-H_4Q', 636, 746, '17841405613415199', False, 0, False, None, None, True, 9, 2, 1123, 33]
['subhasoman', 7, 0, None, 150, 203, '17841405570103876', False, 0, False, None, None, False, 3, 0, 90, 0]
['madhavi_mathu', 7, 0, None, 322, 443, '17841400323270970', False, 0, False, None, None, True, 25, 18, 1093, 5]
['aparna.appzs', 7, 127, None, 361, 527, '17841403229428782', True, 9, False, None, None, True, 1105, 1, 549, 9]
['arvind.____', 7, 12, None, 206, 174, '17841405227125292', False, 3, False, None, None, False, 0, 0, 0, 0]
['sonu_s_karnavar_ssk', 7, 81, None, 312, 423, '17841438566602088', False, 10, False, None, None, True, 28, 27, 1606, 124]
['amrit_kumar_1069', 7, 34, None, 555, 687, '17841400643313682', False, 0, False, None, None, True, 5, 62, 882, 67]
['haristr_85', 7, 17, 'https://unconventional-end.herokuapp.com/', 159, 181, '17841407833626134', False, 3, False, None, None, False, 0, 0, 0, 0]
['a._na._g._ha', 7, 17, None, 608, 605, '17841419018761121', False, 3, False, None, None, True, 0, 0, 0, 0]
['_spandana_devisetty_', 7, 24, None, 597, 576, '17841416362396053', False, 7, False, None, None, True, 10, 1, 3068, 273]
['amritha.girish.7', 7, 0, None, 162, 203, '17841407990223500', False, 0, False, None, None, False, 7, 0, 241, 5]
['amrit.biju', 7, 29, None, 299, 342, '17841402111108716', False, 0, False, None, None, True, 13, 9, 1376, 6]
['yuvaraj_u_v_', 7, 43, None, 395, 465, '17841404425409753', False, 0, False, None, None, True, 17, 4, 1097, 53]
['shereenavinod', 7, 0, None, 327, 448, '17841402610075725', False, 8, False, None, None, True, 5, 0, 348, 6]
['__sanjana_suresh__', 7, 33, None, 247, 375, '17841439446161822', False, 1, False, None, None, True, 5, 0, 669, 106]
['anjana_harikrishnan', 7, 19, None, 359, 362, '17841408538760258', False, 3, False, None, None, True, 2, 0, 215, 3]
['diyaalekhya', 7, 46, None, 627, 671, '17841404694616127', False, 2, False, None, None, True, 0, 0, 0, 0]
['janakiinambiar', 7, 26, 'https://vsco.co/janakinambiar', 1014, 854, '17841404710980838', False, 7, False, None, None, True, 31, 0, 3177, 78]
['gopika.sankar', 7, 39, None, 702, 778, '17841404920248831', False, 6, False, None, None, True, 28, 10, 2208, 95]
['vaishnavinandakumar_', 7, 52, 'https://vaishnavinandakumar.wordpress.com/', 1000, 880, '17841408789910540', False, 7, False, None, None, True, 13, 29, 4262, 139]
['dipin_dahiya', 7, 88, None, 320, 300, '17841406213732155', False, 5, False, None, None, False, 5, 1, 600, 74]
['_free_s_o_ul', 7, 81, None, 437, 355, '17841410148475096', False, 4, False, None, None, True, 0, 0, 0, 0]
['nisha._ch_', 7, 45, None, 199, 224, '17841423555033994', False, 0, False, None, None, True, 2, 0, 229, 3]
['bingazuran', 7, 42, None, 401, 447, '17841405861881749', True, 2, True, None, None, False, 40, 27, 1936, 396]
['athulkrishnaas', 7, 12, None, 756, 932, '17841401181189927', False, 4, False, None, None, True, 4, 2, 1030, 143]
['__p.a.r.u__', 7, 124, None, 637, 1039, '17841401865303629', False, 7, False, None, None, True, 82, 63, 2390, 132]
['anirudh.0726_', 7, 67, None, 646, 740, '17841401295573107', False, 0, False, None, None, True, 1, 0, 206, 8]
['saran_earthedathu', 7, 15, 'https://youtu.be/T5X_C6ld3aE', 765, 672, '17841403190132611', True, 7, True, None, None, False, 24, 5, 3085, 390]
['mridulmhn', 7, 0, None, 228, 545, '17841406249037430', False, 4, False, None, None, True, 6, 0, 320, 7]
['lakshmi_h_kumar', 7, 18, None, 588, 581, '17841404322260306', False, 7, False, None, None, True, 5, 8, 1230, 178]
['_anjanasugunan_', 7, 15, None, 160, 159, '17841406336069869', False, 1, False, None, None, True, 1, 0, 67, 3]
['_drishya_dinesh__', 7, 66, None, 309, 816, '17841414204202308', False, 12, False, None, None, True, 25, 7, 1532, 125]
['jerin.shaji13', 7, 45, None, 758, 793, '17841403496492624', False, 1, True, None, None, False, 67, 37, 2488, 185]
['raj_orton', 7, 27, None, 418, 452, '17841403192845086', False, 3, True, None, None, False, 0, 0, 0, 0]
['aadh.pvt', 7, 72, None, 246, 402, '17841408851453180', False, 6, False, None, None, True, 5, 0, 488, 114]
['shivanshu_singh_', 7, 8, None, 737, 676, '17841406853830272', False, 2, True, None, None, False, 9, 2, 2112, 160]
['alfa_maria_sebastian', 7, 8, None, 618, 1263, '17841427225217492', False, 6, False, None, None, True, 7, 19, 2019, 63]
['praneesh_prakash', 7, 137, None, 16879, 2775, '17841401180797530', False, 6, True, None, None, False, 234, 0, 794, 29]
['yaswanthjonnalagadda', 7, 31, None, 333, 401, '17841413668564341', False, 5, False, None, None, True, 3, 2, 271, 28]
['swetabhaskaran', 7, 0, None, 210, 743, '17841403235848098', False, 0, False, None, None, True, 13, 4, 256, 16]
['mr_msdi7', 7, 136, None, 450, 459, '17841416335822835', False, 23, False, None, None, True, 10, 7, 1004, 23]
['nithisunil', 7, 0, None, 96, 172, '17841404255288044', False, 0, False, None, None, True, 14, 0, 193, 1]
['sruthisubha', 7, 0, None, 189, 258, '17841404320156766', False, 0, False, None, None, True, 0, 0, 0, 0]
['dhruv_premjith', 7, 0, None, 848, 770, '17841404193969711', False, 0, False, None, None, True, 1, 0, 337, 21]
['__.sheetal._', 7, 16, None, 960, 956, '17841412573631407', False, 4, False, None, None, True, 5, 6, 1841, 127]
['mahadev.309', 7, 30, None, 1202, 1170, '17841402896232625', False, 0, False, None, None, False, 121, 43, 3110, 104]
['th_eja_', 7, 0, None, 371, 446, '17841414988150432', False, 0, False, None, None, True, 2, 0, 228, 18]
['priyanka_4901', 7, 54, None, 262, 400, '17841416551503297', False, 0, False, None, None, True, 4, 4, 308, 4]
['_.chandrika.reddy._', 7, 3, None, 201, 249, '17841416290556045', False, 0, False, None, None, True, 0, 0, 0, 0]
['meghasugunan', 7, 0, None, 538, 619, '17841404148027639', False, 14, False, None, None, True, 28, 1, 2641, 133]
['___.kishan.____', 7, 64, 'https://r.kpal.top/AIJF9?locale=en', 1043, 975, '17841402131503765', True, 7, False, None, None, False, 48, 3, 2984, 62]
['muhamad_hadi_', 7, 39, None, 1029, 1073, '17841400589347242', False, 6, False, None, None, True, 0, 0, 0, 0]
['_n4mii._', 7, 53, None, 684, 673, '17841408037770124', False, 7, False, None, None, True, 11, 25, 2971, 273]
['goutham_____', 7, 4, None, 507, 491, '17841404206152094', False, 0, False, None, None, True, 2, 1, 281, 57]
['_arathi_prem', 7, 0, None, 455, 492, '17841416551301101', False, 0, False, None, None, True, 8, 10, 1749, 105]
['_sourav__nk', 7, 47, None, 454, 1561, '17841415853614089', False, 0, False, None, None, True, 13, 7, 1437, 27]
['___keerthanaa__', 7, 0, None, 325, 331, '17841410020528733', False, 4, False, None, None, True, 13, 4, 1986, 355]
['mayank_shakya23', 7, 0, None, 128, 167, '17841409596881471', False, 0, False, None, None, True, 0, 0, 0, 0]
['sidharth.a_s_s', 7, 28, None, 506, 490, '17841407807630255', False, 0, False, None, None, True, 14, 17, 1737, 105]
['pycslr', 7, 95, None, 3265, 1292, '17841409356281401', True, 9, True, None, None, False, 246, 8, 5057, 183]
['ritka_098', 7, 0, None, 680, 779, '17841405876232388', False, 12, False, None, None, True, 8, 1, 1920, 218]
['poojathayyullathil', 7, 0, 'https://youtu.be/E2c6OacjHy4', 395, 1462, '17841401031963521', False, 0, False, None, None, True, 121, 10, 975, 129]
['rohit_gen', 7, 0, None, 448, 494, '17841403847190242', False, 0, False, None, None, True, 0, 0, 0, 0]
['the_eukaryotic_dreamer', 7, 146, None, 561, 1586, '17841405877505776', False, 0, False, None, None, True, 3, 5, 192, 0]
['isham_nazeer', 7, 2, None, 501, 478, '17841404329678800', False, 0, False, None, None, True, 0, 0, 0, 0]
['__sreedevi__menon__', 7, 43, 'https://youtu.be/PynAEuDZCPs', 762, 895, '17841413855097235', False, 12, False, None, None, True, 3, 21, 1242, 189]
['sidharth_ajul_', 7, 5, 'https://www.eyeem.com/Sidharth_', 511, 662, '17841403595698155', False, 0, False, None, None, True, 7, 2, 432, 5]
['kotlajaideepreddy', 7, 0, None, 133, 160, '17841406013637650', False, 0, False, None, None, True, 3, 0, 67, 0]
['runi.divya', 7, 0, None, 258, 288, '17841408048491702', False, 0, False, None, None, True, 18, 53, 1291, 208]
['prahalad_krishna', 7, 111, None, 1214, 1207, '17841405513755446', False, 1, False, None, None, True, 6, 15, 1658, 67]
['mindfreezer._____', 7, 138, None, 912, 2288, '17841405749920615', False, 0, True, None, None, False, 4, 25, 793, 61]
['harry_1_6_1', 7, 0, None, 506, 907, '17841402085856119', False, 7, False, None, None, True, 89, 8, 2158, 92]
['_.arjun._.rathya._', 7, 17, None, 460, 452, '17841426114627111', False, 4, False, None, None, True, 9, 43, 954, 161]
['chamalaanirudh', 7, 150, None, 444, 515, '17841414892696887', False, 1, False, None, None, True, 4, 0, 319, 7]
['d_i_y_a__s', 7, 42, None, 755, 838, '17841407118802129', False, 3, False, None, None, True, 0, 0, 0, 0]
['_sheilsss______', 7, 2, None, 50, 255, '17841404472420647', False, 0, False, None, None, True, 1, 0, 10, 6]
['pooja_sdas', 7, 79, None, 891, 785, '17841400763678283', False, 7, False, None, None, True, 13, 5, 2689, 147]
['officialcjunior', 7, 72, 'http://officialcjunior.github.io/about', 913, 919, '17841404375527335', True, 12, True, None, None, False, 59, 15, 2423, 124]
['the_amritavarshini', 7, 0, None, 636, 604, '17841405940957282', False, 5, False, None, None, True, 30, 40, 2694, 205]
['tarun__teki', 7, 89, 'https://youtu.be/2cVu7KZxW3c', 150, 167, '17841407006417663', False, 5, False, None, None, True, 0, 0, 0, 0]
['keerthana_rajesh', 7, 0, None, 862, 903, '17841404107545011', False, 0, False, None, None, True, 0, 0, 0, 0]
['_isridevi', 7, 69, None, 541, 635, '17841412211846957', False, 0, False, None, None, True, 4, 2, 767, 43]
['hail_anjay_94', 7, 0, None, 391, 399, '17841400213508048', True, 0, False, None, None, True, 54, 6, 1158, 59]
['ritikasaji', 7, 0, None, 542, 624, '17841415989626167', False, 2, False, None, None, True, 0, 0, 0, 0]
['nikhith_allu_', 7, 114, None, 660, 762, '17841417579583285', False, 9, False, None, None, True, 22, 10, 3060, 56]
['__nanma_manoj', 7, 6, None, 200, 230, '17841416103161531', False, 0, False, None, None, True, 2, 1, 266, 83]
['_.prajakta._26', 7, 31, 'https://youtu.be/22NRP-JekKg', 101, 75, '17841412269495758', False, 1, True, None, None, False, 20, 0, 487, 14]
['harshith__vijay', 7, 18, None, 891, 909, '17841404846607852', False, 2, False, None, None, True, 7, 57, 2116, 228]
['raptorboi_', 7, 64, 'https://youtu.be/3ojz5KMRdYE', 813, 1750, '17841401888738160', True, 4, True, None, None, False, 62, 0, 1926, 203]
['_dev__u_', 7, 1, None, 761, 767, '17841422095700002', False, 1, False, None, None, True, 3, 7, 791, 81]
['dayajanaki_', 7, 24, None, 562, 646, '17841418054916973', False, 0, False, None, None, True, 7, 8, 1521, 164]
['sreelakshmisr', 7, 0, None, 498, 550, '17841404284653829', False, 1, False, None, None, True, 4, 12, 607, 30]
['sidh4rth_', 7, 7, None, 891, 882, '17841403131585116', False, 0, False, None, None, True, 0, 0, 0, 0]
['kris_vidhu', 7, 78, None, 918, 7493, '17841400160129992', False, 0, False, None, None, True, 172, 64, 1978, 19]
['_ritikshah_', 7, 0, None, 383, 647, '17841403954913075', False, 4, False, None, None, True, 6, 3, 849, 81]
['____a_kshay', 7, 125, None, 583, 403, '17841405526965990', False, 4, False, None, None, True, 5, 8, 1440, 161]
['malavikasunil', 7, 12, None, 492, 704, '17841404144584887', False, 3, False, None, None, True, 4, 9, 693, 17]
['sarang_dileep_', 7, 0, None, 474, 549, '17841405707662732', False, 0, False, None, None, True, 9, 1, 1086, 75]
['_shruthi_manoj_', 7, 5, None, 166, 304, '17841404169625540', False, 0, False, None, None, True, 3, 3, 259, 76]
['vivekanil2', 7, 0, None, 321, 419, '17841419954296206', False, 1, False, None, None, True, 2, 0, 87, 7]
['_the_nyctophilia_', 7, 31, None, 691, 619, '17841407150740294', False, 4, False, None, None, True, 3, 2, 869, 88]
['kiran_v_gireesh', 7, 6, 'https://sayat.me/Kiranvgireesh', 777, 928, '17841403324107203', False, 0, False, None, None, False, 36, 24, 3728, 293]
['amalkrishna1009', 7, 85, None, 957, 2583, '17841404411084571', True, 2, True, None, None, False, 71, 11, 3671, 488]
['govind.v.gopal12', 7, 11, 'https://youtu.be/rpFJeTnMPXY', 1451, 1442, '17841402322552456', False, 0, True, None, None, False, 46, 28, 5461, 425]
['dev.ipriya', 7, 10, None, 532, 523, '17841424879291496', False, 1, False, None, None, True, 0, 0, 0, 0]
['rahulchakkiyar', 7, 33, None, 611, 601, '17841405416366238', False, 3, False, None, None, False, 22, 49, 2539, 230]
['mhd.hizxn', 7, 42, None, 126, 134, '17841428147909067', False, 2, False, None, None, True, 70, 28, 655, 30]
['varsha_gokul', 7, 5, None, 1031, 1010, '17841409550903346', False, 4, False, None, None, True, 32, 46, 4189, 478]
['the.lokesh_g', 7, 114, None, 1089, 1024, '17841406174572147', False, 10, False, None, None, True, 42, 14, 5265, 190]
['riddhi.menon', 7, 41, None, 322, 510, '17841435333201799', False, 0, False, None, None, True, 1, 0, 275, 59]
['deviparv', 7, 42, None, 674, 670, '17841416158919260', False, 0, False, None, None, True, 3, 24, 889, 42]
['_a_n_a_k_s_', 7, 26, 'https://youtu.be/Z_O5g-_rz7E', 969, 1194, '17841405329025769', False, 2, False, None, None, False, 2, 4, 751, 95]
['anandknamb', 7, 0, None, 236, 360, '17841402908134202', False, 0, False, None, None, True, 123, 5, 478, 26]
['amrithanjaliii', 7, 4, None, 891, 879, '17841412027711653', False, 4, False, None, None, True, 0, 0, 0, 0]
['nakul_01___', 7, 32, None, 421, 483, '17841401617296196', False, 1, False, None, None, True, 12, 8, 1280, 19]
['___gpka__', 7, 63, None, 560, 1090, '17841428342130937', False, 0, False, None, None, False, 0, 0, 0, 0]
['gkl_sunil', 7, 2, None, 1352, 1393, '17841402158606493', True, 6, False, None, None, True, 5, 13, 2053, 91]
['le_yadukuttan', 7, 52, None, 556, 757, '17841404006427957', False, 1, False, None, None, True, 12, 57, 1640, 159]
['ankithaa_raja', 7, 17, None, 510, 688, '17841406643191495', False, 1, False, None, None, True, 1, 0, 274, 77]
['mr___green_____', 7, 62, None, 883, 651, '17841403597349033', True, 6, False, None, None, False, 22, 20, 2714, 306]
['krnarayanan25', 7, 139, 'https://youtu.be/Lczt_w6J-Sc', 272, 477, '17841408378545107', False, 1, True, None, None, False, 29, 38, 1254, 43]
['nandithaaa.a', 7, 25, None, 810, 797, '17841413930219231', False, 6, False, None, None, True, 2, 8, 607, 69]
['ashwinnbr2', 7, 18, 'https://myrodereel.com/watch/8887', 578, 463, '17841401418781233', False, 3, False, None, None, False, 187, 21, 1573, 34]
['malavika.sg', 7, 62, None, 584, 788, '17841414638456928', True, 8, False, None, None, True, 41, 23, 3612, 329]
['aditya_____ach', 7, 0, None, 738, 647, '17841402252064763', False, 2, False, None, None, True, 24, 5, 1299, 54]
['aleeda_anitta_', 7, 38, None, 718, 850, '17841407546398889', False, 2, False, None, None, True, 11, 19, 2081, 67]
['maaansiiii._x', 7, 21, 'https://www.linkedin.com/posts/mansi-m-jawandhiya_resumeadvice-resumetips-resumebuildingtips-activity-6835895583551709184-2YSE', 1156, 991, '17841404023865603', True, 12, True, None, None, False, 170, 37, 2477, 143]
['_dharaniiiii', 7, 39, 'https://milaap.org/fundraisers/support-sharada-11/deeplink?deeplink_type=paytm', 360, 383, '17841447209365527', False, 0, False, None, None, True, 0, 0, 0, 0]
['rishi_rajesh', 7, 49, 'https://youtu.be/bhSKQuWQjiA', 2225, 1323, '17841401120521900', True, 21, True, None, None, False, 304, 39, 11481, 835]
['mr._.pabolo', 7, 101, 'https://sayat.me/pabolo', 813, 1058, '17841402168797691', False, 5, False, None, None, True, 211, 7, 4076, 208]
['_.spacepirate._', 7, 31, 'http://www.dangerstocome.wordpress.com/', 618, 897, '17841403131590987', True, 4, False, None, None, True, 139, 12, 1856, 76]
['iammudassar_27', 7, 64, None, 310, 617, '17841411250608188', False, 2, False, None, None, True, 11, 5, 1709, 221]
['s4nd_hanitizer', 7, 1, None, 328, 371, '17841422455903790', False, 0, False, None, None, True, 1, 0, 113, 0]
['_arvind.pvt', 7, 6, None, 316, 331, '17841415480894381', False, 0, False, None, None, True, 1, 2, 133, 11]
['mehul.rajesh', 7, 60, None, 1066, 1052, '17841407761201310', False, 3, False, None, None, False, 9, 42, 2527, 309]
['anjal_5l', 7, 42, None, 736, 609, '17841403116900454', False, 0, False, None, None, True, 15, 20, 2478, 77]
['ronyv68', 7, 104, None, 739, 715, '17841403942369671', False, 0, False, None, None, True, 0, 0, 0, 0]
['_mayankpugalia_', 7, 37, None, 522, 615, '17841402149589870', False, 17, False, None, None, True, 207, 42, 2278, 93]
['thanima_bose', 7, 69, None, 674, 645, '17841438691128071', False, 0, False, None, None, True, 0, 0, 0, 0]
['nihalsurya', 7, 0, None, 1032, 1124, '17841400056119618', False, 3, False, None, None, True, 2, 14, 453, 21]
['_udith_das_', 7, 114, None, 984, 1073, '17841404351857765', False, 16, False, None, None, True, 9, 45, 2345, 121]
['kanishqajit', 7, 36, 'https://youtu.be/jdmJbLfGfj0', 521, 846, '17841401908577812', False, 1, False, None, None, False, 1, 0, 197, 22]
['___jayeshjp___', 7, 124, None, 1077, 851, '17841406918732756', False, 16, False, None, None, True, 16, 12, 3769, 563]
['___.orochimaru.___', 7, 8, None, 705, 701, '17841400459473353', False, 4, False, None, None, True, 19, 63, 2205, 71]
['varmaboy246', 7, 149, None, 228, 827, '17841407112525508', False, 2, False, None, None, False, 2, 1, 187, 55]
['_abijith_prasanthan_', 7, 26, None, 488, 512, '17841404033990206', False, 2, False, None, None, True, 10, 11, 944, 43]
['pavani_poluru', 7, 87, None, 194, 268, '17841413762301266', False, 2, False, None, None, True, 6, 4, 450, 16]
['m.j_05_', 7, 2, None, 515, 514, '17841417316756938', False, 3, False, None, None, True, 6, 26, 1000, 177]
['sahil.shenoy', 7, 12, None, 527, 588, '17841403931642420', False, 5, False, None, None, True, 1, 10, 316, 13]
['devagopal.__', 7, 66, None, 921, 983, '17841404223346129', False, 0, False, None, None, True, 0, 0, 0, 0]
['bvnswaroop', 7, 15, None, 257, 347, '17841407282243433', False, 1, False, None, None, True, 6, 8, 580, 30]
['vivek__vijay1', 7, 55, None, 868, 705, '17841403194378769', False, 0, True, None, None, False, 86, 58, 3520, 71]
['nanditha.ashok', 7, 5, None, 938, 941, '17841418898682582', False, 2, False, None, None, True, 1, 1, 305, 70]
['_jsk_14', 7, 3, None, 683, 649, '17841403996013078', False, 0, True, None, None, False, 14, 13, 3097, 303]
['amith_kunnil', 7, 27, None, 680, 650, '17841405305849664', False, 2, True, None, None, False, 1, 1, 100, 1]
['adwaith_anil', 7, 18, None, 778, 852, '17841401749772056', False, 2, False, None, None, True, 7, 8, 485, 5]
['mr_magnificent_24', 7, 139, None, 704, 498, '17841404508443585', False, 16, False, None, None, False, 45, 28, 2824, 54]
['_haris__hussain_', 7, 1, None, 657, 657, '17841405405214158', False, 2, False, None, None, True, 26, 37, 2657, 120]
['kartik_dattani', 7, 121, 'http://www.youtube.com/kartikdattani', 1354, 861, '17841403437539460', True, 10, True, None, None, False, 374, 18, 3652, 556]
['parvathymenon_', 7, 39, None, 867, 1287, '17841406181685144', True, 21, False, None, None, True, 18, 4, 3337, 284]
['meenakshi__menon', 7, 98, None, 635, 500, '17841402250610734', True, 12, False, None, None, True, 54, 11, 2659, 138]
